county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Delta,"Escanaba Township, Precinct 2",Escanaba Township Supervisor,,Tom Rymkos,Republican,342,204,98,644
Delta,"Escanaba Township, Precinct 2",Escanaba Township Supervisor,,Write-in,,3,0,2,5
Delta,"Escanaba Township, Precinct 2",Escanaba Township Supervisor,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Escanaba Township Supervisor,,Under Vote Count,,75,88,30,193
Delta,"Escanaba Township, Precinct 2",Escanaba Township Clerk,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Escanaba Township Clerk,,Theresa Chenier,Republican,353,209,106,668
Delta,"Escanaba Township, Precinct 2",Escanaba Township Clerk,,Write-in,,3,0,3,6
Delta,"Escanaba Township, Precinct 2",Escanaba Township Clerk,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Escanaba Township Clerk,,Under Vote Count,,64,83,21,168
Delta,"Escanaba Township, Precinct 2",Escanaba Township Treasurer,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Escanaba Township Treasurer,,Kim Knauf Wyckoff,Republican,354,202,103,659
Delta,"Escanaba Township, Precinct 2",Escanaba Township Treasurer,,Write-in,,2,0,2,4
Delta,"Escanaba Township, Precinct 2",Escanaba Township Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Escanaba Township Treasurer,,Under Vote Count,,64,90,25,179
Delta,"Escanaba Township, Precinct 2",Escanaba Township Trustee,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Escanaba Township Trustee,,Alfred Gareau,Democrat,187,190,41,418
Delta,"Escanaba Township, Precinct 2",Escanaba Township Trustee,,Ann LaBumbard,Republican,264,155,80,499
Delta,"Escanaba Township, Precinct 2",Escanaba Township Trustee,,Nathan Paul Neumeier,Republican,237,125,77,439
Delta,"Escanaba Township, Precinct 2",Escanaba Township Trustee,,Write-in,,4,0,1,5
Delta,"Escanaba Township, Precinct 2",Escanaba Township Trustee,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Escanaba Township Trustee,,Under Vote Count,,148,114,61,323
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,146,82,49,277
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,150,116,28,294
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - 8 Year Term,,Write-in,,5,0,1,6
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,119,94,52,265
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,138,113,22,273
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,151,87,52,290
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Write-in,,4,0,3,7
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Over Vote Count,,0,1,0,1
Delta,"Escanaba Township, Precinct 2",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Under Vote Count,,127,91,53,271
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Stephen L. Borrello,,232,157,55,444
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Write-in,,5,3,4,12
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - 6 Year Term,,Under Vote Count,,183,132,71,386
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,237,156,53,446
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Write-in,,4,2,5,11
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Under Vote Count,,179,134,72,385
Delta,"Escanaba Township, Precinct 2",Judge of Probate Court,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Judge of Probate Court,,Perry R. Lund,,243,180,62,485
Delta,"Escanaba Township, Precinct 2",Judge of Probate Court,,Write-in,,4,0,4,8
Delta,"Escanaba Township, Precinct 2",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Judge of Probate Court,,Under Vote Count,,173,112,64,349
Delta,"Escanaba Township, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Dennis L. Hopkins,,83,56,26,165
Delta,"Escanaba Township, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Terri Mileski,,170,143,36,349
Delta,"Escanaba Township, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Steven D. Soderman,,211,152,61,424
Delta,"Escanaba Township, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Write-in,,4,2,1,7
Delta,"Escanaba Township, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Bay De Noc Community College Board of Trustees Member,,Under Vote Count,,372,231,136,739
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Philip J. DeMay,,152,115,33,300
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Diane L. Godfrey,,100,67,29,196
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,John Malnar,,90,79,30,199
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Jesse Seger,,109,85,26,220
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Steven J. Tackman,,183,146,43,372
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Steven Viau,,131,91,41,263
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Write-in,,6,0,1,7
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Gladstone Area Schools Board Member,,Under Vote Count,,489,293,187,969
Delta,"Escanaba Township, Precinct 2",Delta County - 911 Millage Renewal Proposal,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Delta County - 911 Millage Renewal Proposal,,Yes,,265,197,90,552
Delta,"Escanaba Township, Precinct 2",Delta County - 911 Millage Renewal Proposal,,No,,118,72,27,217
Delta,"Escanaba Township, Precinct 2",Delta County - 911 Millage Renewal Proposal,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Delta County - 911 Millage Renewal Proposal,,Under Vote Count,,37,23,13,73
Delta,"Escanaba Township, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,Ballots Cast,,420,292,130,842
Delta,"Escanaba Township, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,Yes,,272,179,83,534
Delta,"Escanaba Township, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,No,,109,88,31,228
Delta,"Escanaba Township, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,Over Vote Count,,0,0,0,0
Delta,"Escanaba Township, Precinct 2",Delta County - Veterans Affairs Millage Proposal,,Under Vote Count,,39,25,16,80
Delta,"Fairbanks Township, Precinct 1",President,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",President,,Kamala D. Harris / Tim Walz,Democrat,76,0,0,76
Delta,"Fairbanks Township, Precinct 1",President,,Donald J. Trump / JD Vance,Republican,155,0,10,165
Delta,"Fairbanks Township, Precinct 1",President,,Chase Oliver / Mike ter Maat,Libertarian,1,0,0,1
Delta,"Fairbanks Township, Precinct 1",President,,Over Vote Count,,2,0,0,2
Delta,"Fairbanks Township, Precinct 1",President,,Under Vote Count,,1,0,0,1
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,73,0,0,73
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,150,0,9,159
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,3,0,0,3
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,3,0,1,4
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,1,0,0,1
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,1,0,0,1
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",U.S. Senate,,Under Vote Count,,4,0,0,4
Delta,"Fairbanks Township, Precinct 1",U.S. House,1,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",U.S. House,1,Callie Barr,Democrat,72,0,0,72
Delta,"Fairbanks Township, Precinct 1",U.S. House,1,Jack Bergman,Republican,154,0,9,163
Delta,"Fairbanks Township, Precinct 1",U.S. House,1,Andrew Gale,Libertarian,3,0,1,4
Delta,"Fairbanks Township, Precinct 1",U.S. House,1,Liz Hakola,Working Class,3,0,0,3
Delta,"Fairbanks Township, Precinct 1",U.S. House,1,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",U.S. House,1,Under Vote Count,,3,0,0,3
Delta,"Fairbanks Township, Precinct 1",State House,108,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",State House,108,Christiana Reynolds,Democrat,71,0,0,71
Delta,"Fairbanks Township, Precinct 1",State House,108,David Prestin,Republican,151,0,10,161
Delta,"Fairbanks Township, Precinct 1",State House,108,Kayla Wikstrom,Libertarian,4,0,0,4
Delta,"Fairbanks Township, Precinct 1",State House,108,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",State House,108,Under Vote Count,,9,0,0,9
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,62,0,1,63
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,63,0,0,63
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,130,0,10,140
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,136,0,9,145
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,5,0,0,5
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,2,0,0,2
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,3,0,0,3
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,8,0,0,8
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,61,0,0,61
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,63,0,1,64
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,63,0,0,63
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,131,0,10,141
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,120,0,9,129
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,10,0,0,10
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,6,0,0,6
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,77,0,0,77
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,67,0,0,67
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,60,0,1,61
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,130,0,10,140
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,124,0,9,133
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,7,0,0,7
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,4,0,0,4
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,3,0,0,3
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,75,0,0,75
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,63,0,0,63
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,59,0,1,60
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,124,0,9,133
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,130,0,10,140
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,4,0,0,4
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,1,0,0,1
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,2,0,0,2
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,4,0,0,4
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,2,0,0,2
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,81,0,0,81
Delta,"Fairbanks Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",County Prosecuting Attorney,,Lauren Wickman,Republican,173,0,9,182
Delta,"Fairbanks Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,62,0,1,63
Delta,"Fairbanks Township, Precinct 1",County Sheriff,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",County Sheriff,,Todd M. Tardiff,Republican,172,0,9,181
Delta,"Fairbanks Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",County Sheriff,,Under Vote Count,,63,0,1,64
Delta,"Fairbanks Township, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",County Clerk and Register of Deeds,,Nancy Kolich Przewrocki,Republican,179,0,9,188
Delta,"Fairbanks Township, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,56,0,1,57
Delta,"Fairbanks Township, Precinct 1",County Treasurer,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",County Treasurer,,Sherry Godfrey,Republican,170,0,9,179
Delta,"Fairbanks Township, Precinct 1",County Treasurer,,Write-in,,1,0,0,1
Delta,"Fairbanks Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",County Treasurer,,Under Vote Count,,64,0,1,65
Delta,"Fairbanks Township, Precinct 1",County Road Commissioner,,Ballots Cast,,235,0,10,245
Delta,"Fairbanks Township, Precinct 1",County Road Commissioner,,Bob Aschbacher,Democrat,98,0,1,99
Delta,"Fairbanks Township, Precinct 1",County Road Commissioner,,Mark Asselin,Democrat,92,0,1,93
Delta,"Fairbanks Township, Precinct 1",County Road Commissioner,,Write-in,,3,0,0,3
Delta,"Fairbanks Township, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Fairbanks Township, Precinct 1",County Road Commissioner,,Under Vote Count,,277,0,18,295
