county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting
Bay,Hampton Township Precinct 1,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Sheriff Bay County,,Troy R. Cunningham,DEM,497,223,208,66
Bay,Hampton Township Precinct 1,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Clerk Bay County,,Kathleen Zanotti,DEM,459,205,194,60
Bay,Hampton Township Precinct 1,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Treasurer Bay County,,Weston Prince,DEM,455,201,194,60
Bay,Hampton Township Precinct 1,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Register of Deeds Bay County,,Brandon D. Krause,DEM,457,203,194,60
Bay,Hampton Township Precinct 1,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,County Road Commissioner Bay County,,Michael J. Maillette,DEM,302,103,159,40
Bay,Hampton Township Precinct 1,County Road Commissioner Bay County,,Bill Schumacher,REP,382,202,116,64
Bay,Hampton Township Precinct 1,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Drain Commissioner Bay County,,Bill Jordan,DEM,277,97,144,36
Bay,Hampton Township Precinct 1,Drain Commissioner Bay County,,Michael Rivard,REP,410,209,134,67
Bay,Hampton Township Precinct 1,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,County Commissioner County Commissioner District 07,,Marnie Westphal,DEM,292,106,147,39
Bay,Hampton Township Precinct 1,County Commissioner County Commissioner District 07,,Jerome Crete,REP,407,203,139,65
Bay,Hampton Township Precinct 1,County Commissioner County Commissioner District 07,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Supervisor Hampton Township,,Terri Close,DEM,366,126,195,45
Bay,Hampton Township Precinct 1,Supervisor Hampton Township,,Benjamin Hamann,REP,332,183,88,61
Bay,Hampton Township Precinct 1,Supervisor Hampton Township,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Clerk Hampton Township,,Jodie Hebner,DEM,326,125,162,39
Bay,Hampton Township Precinct 1,Clerk Hampton Township,,Amanda DeWyse,REP,365,181,119,65
Bay,Hampton Township Precinct 1,Clerk Hampton Township,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Treasurer Hampton Township,,Donna K. Samyn,DEM,365,136,184,45
Bay,Hampton Township Precinct 1,Treasurer Hampton Township,,Richard Groome,REP,332,169,102,61
Bay,Hampton Township Precinct 1,Treasurer Hampton Township,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Trustee Hampton Township,,Emily Benchley,DEM,322,117,161,44
Bay,Hampton Township Precinct 1,Trustee Hampton Township,,Louis H. DuRussel,DEM,344,122,174,48
Bay,Hampton Township Precinct 1,Trustee Hampton Township,,Tom Foret,DEM,398,147,197,54
Bay,Hampton Township Precinct 1,Trustee Hampton Township,,Donald Klass,DEM,337,120,180,37
Bay,Hampton Township Precinct 1,Trustee Hampton Township,,Jaye Kudrow,REP,370,189,118,63
Bay,Hampton Township Precinct 1,Trustee Hampton Township,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Justice of Supreme Court Supreme Court,,Andrew Fink,,206,114,61,31
Bay,Hampton Township Precinct 1,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,304,124,144,36
Bay,Hampton Township Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,305,124,142,39
Bay,Hampton Township Precinct 1,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,203,113,62,28
Bay,Hampton Township Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,371,194,127,50
Bay,Hampton Township Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,366,188,130,48
Bay,Hampton Township Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,417,204,157,56
Bay,Hampton Township Precinct 1,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Judge of District Court 74th District,,Timothy J. Kelly,,429,205,165,59
Bay,Hampton Township Precinct 1,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,394,203,141,50
Bay,Hampton Township Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,356,191,120,45
Bay,Hampton Township Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Alexis S. Thomas,,351,190,117,44
Bay,Hampton Township Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 1,Local School District Board Member Essexville-Hampton Schools,,Brad Neering,,404,189,158,57
Bay,Hampton Township Precinct 1,Local School District Board Member Essexville-Hampton Schools,,Charles C. Rochow,,316,123,150,43
Bay,Hampton Township Precinct 1,Local School District Board Member Essexville-Hampton Schools,,Write-ins,,2,2,0,0
Bay,Hampton Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,342,145,134,63
Bay,Hampton Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,300,138,121,41
Bay,Hampton Township Precinct 1,Mosquito Control Millage Renewal Bay County,,Yes,,538,232,226,80
Bay,Hampton Township Precinct 1,Mosquito Control Millage Renewal Bay County,,No,,133,67,43,23
Bay,Hampton Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,423,174,184,65
Bay,Hampton Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,236,118,80,38
Bay,Hampton Township Precinct 2,Registered Voters - Total,,,,1593,,,
Bay,Hampton Township Precinct 2,Ballots Cast - Total,,,,1196,424,592,180
Bay,Hampton Township Precinct 2,Ballots Cast - Blank,,,,0,0,0,0
Bay,Hampton Township Precinct 2,Straight Party Ticket,,Democrat,DEM,221,41,160,20
Bay,Hampton Township Precinct 2,Straight Party Ticket,,Republican,REP,288,128,109,51
Bay,Hampton Township Precinct 2,Straight Party Ticket,,Libertarian,LIB,0,0,0,0
Bay,Hampton Township Precinct 2,Straight Party Ticket,,U.S. Taxpayers,UST,1,0,0,1
Bay,Hampton Township Precinct 2,Straight Party Ticket,,Green,GRN,1,1,0,0
Bay,Hampton Township Precinct 2,Straight Party Ticket,,Working Class,WCP,5,4,0,1
Bay,Hampton Township Precinct 2,Straight Party Ticket,,Natural Law,NLP,1,1,0,0
Bay,Hampton Township Precinct 2,President,,Kamala D. Harris,DEM,502,120,326,56
Bay,Hampton Township Precinct 2,President,,Donald J. Trump,REP,679,298,258,123
Bay,Hampton Township Precinct 2,President,,Chase Oliver,LIB,1,0,1,0
Bay,Hampton Township Precinct 2,President,,Randall Terry,UST,0,0,0,0
Bay,Hampton Township Precinct 2,President,,Jill Stein,GRN,1,1,0,0
Bay,Hampton Township Precinct 2,President,,"Robert F. Kennedy, Jr.",NLP,2,1,1,0
Bay,Hampton Township Precinct 2,President,,Joseph Kishore,,2,1,0,1
Bay,Hampton Township Precinct 2,President,,Cornel West,,1,0,1,0
Bay,Hampton Township Precinct 2,President,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,U.S. Senate,,Elissa Slotkin,DEM,523,127,339,57
Bay,Hampton Township Precinct 2,U.S. Senate,,Mike Rogers,REP,626,273,234,119
Bay,Hampton Township Precinct 2,U.S. Senate,,Joseph Solis-Mullen,LIB,8,6,1,1
Bay,Hampton Township Precinct 2,U.S. Senate,,Dave Stein,UST,5,4,1,0
Bay,Hampton Township Precinct 2,U.S. Senate,,Douglas P. Marsh,GRN,6,3,2,1
Bay,Hampton Township Precinct 2,U.S. Senate,,Doug Dern,NLP,2,2,0,0
Bay,Hampton Township Precinct 2,U.S. Senate,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,U.S. House,8,Kristen McDonald Rivet,DEM,553,147,343,63
Bay,Hampton Township Precinct 2,U.S. House,8,Paul Junge,REP,586,247,227,112
Bay,Hampton Township Precinct 2,U.S. House,8,Steve Barcelo,LIB,6,2,2,2
Bay,Hampton Township Precinct 2,U.S. House,8,James Allen Little,UST,7,5,1,1
Bay,Hampton Township Precinct 2,U.S. House,8,Jim Casha,GRN,5,3,1,1
Bay,Hampton Township Precinct 2,U.S. House,8,Kathy Goodwin,WCP,11,8,3,0
Bay,Hampton Township Precinct 2,U.S. House,8,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,State House,96,"Rudy M. Howard, Jr.",DEM,432,110,278,44
Bay,Hampton Township Precinct 2,State House,96,Timothy Beson,REP,720,293,296,131
Bay,Hampton Township Precinct 2,State House,96,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Theodore Jones,DEM,439,107,292,40
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,403,85,277,41
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Tom McMillin,REP,564,236,220,108
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Nikki Snyder,REP,570,231,226,113
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Scotty Boman,LIB,26,13,7,6
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Ted Gerrard,UST,17,6,7,4
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Christine C. Schwartz,UST,22,8,11,3
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Mary Anne Hering,WCP,47,28,14,5
Bay,Hampton Township Precinct 2,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,431,99,285,47
Bay,Hampton Township Precinct 2,Regent of the University of Michigan State,,Denise Ilitch,DEM,441,99,294,48
Bay,Hampton Township Precinct 2,Regent of the University of Michigan State,,Carl Meyers,REP,600,249,241,110
Bay,Hampton Township Precinct 2,Regent of the University of Michigan State,,Sevag Vartanian,REP,494,196,201,97
Bay,Hampton Township Precinct 2,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,26,12,10,4
Bay,Hampton Township Precinct 2,Regent of the University of Michigan State,,Donna M. Oetman,UST,43,23,15,5
Bay,Hampton Township Precinct 2,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,439,104,291,44
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,400,85,268,47
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,Mike Balow,REP,535,219,209,107
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,Julie Maday,REP,551,217,232,102
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,Grant T. Baker,LIB,20,12,5,3
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,Janet M. Sanger,UST,26,13,8,5
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,John Paul Sanger,UST,22,11,8,3
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,12,5,6,1
Bay,Hampton Township Precinct 2,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Rasha Demashkieh,DEM,390,92,259,39
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Mark T. Gaffney,DEM,432,94,294,44
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Michael Busuito,REP,543,222,220,101
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Sunny Reddy,REP,530,213,212,105
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Farid Ishac,LIB,16,6,4,6
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,William Mohr II,UST,13,6,4,3
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Sami Makhoul,GRN,7,4,2,1
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Suzanne Roehrig,WCP,36,19,15,2
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Kathleen Oakford,NLP,15,6,8,1
Bay,Hampton Township Precinct 2,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,County Executive Bay County,,Jim Barcia,DEM,588,152,371,65
Bay,Hampton Township Precinct 2,County Executive Bay County,,Kevin Shark,REP,522,221,194,107
Bay,Hampton Township Precinct 2,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,484,118,312,54
Bay,Hampton Township Precinct 2,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,656,280,260,116
Bay,Hampton Township Precinct 2,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Sheriff Bay County,,Troy R. Cunningham,DEM,801,266,431,104
Bay,Hampton Township Precinct 2,Sheriff Bay County,,Write-ins,,2,0,2,0
Bay,Hampton Township Precinct 2,Clerk Bay County,,Kathleen Zanotti,DEM,775,249,425,101
Bay,Hampton Township Precinct 2,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Treasurer Bay County,,Weston Prince,DEM,745,234,415,96
Bay,Hampton Township Precinct 2,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Register of Deeds Bay County,,Brandon D. Krause,DEM,754,240,415,99
Bay,Hampton Township Precinct 2,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,County Road Commissioner Bay County,,Michael J. Maillette,DEM,465,117,298,50
Bay,Hampton Township Precinct 2,County Road Commissioner Bay County,,Bill Schumacher,REP,658,270,267,121
Bay,Hampton Township Precinct 2,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Drain Commissioner Bay County,,Bill Jordan,DEM,429,105,278,46
Bay,Hampton Township Precinct 2,Drain Commissioner Bay County,,Michael Rivard,REP,693,285,282,126
Bay,Hampton Township Precinct 2,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,County Commissioner County Commissioner District 07,,Marnie Westphal,DEM,455,112,288,55
Bay,Hampton Township Precinct 2,County Commissioner County Commissioner District 07,,Jerome Crete,REP,690,281,287,122
Bay,Hampton Township Precinct 2,County Commissioner County Commissioner District 07,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Supervisor Hampton Township,,Terri Close,DEM,587,157,355,75
Bay,Hampton Township Precinct 2,Supervisor Hampton Township,,Benjamin Hamann,REP,556,238,217,101
Bay,Hampton Township Precinct 2,Supervisor Hampton Township,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Clerk Hampton Township,,Jodie Hebner,DEM,496,126,310,60
Bay,Hampton Township Precinct 2,Clerk Hampton Township,,Amanda DeWyse,REP,634,260,257,117
Bay,Hampton Township Precinct 2,Clerk Hampton Township,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Treasurer Hampton Township,,Donna K. Samyn,DEM,577,152,365,60
Bay,Hampton Township Precinct 2,Treasurer Hampton Township,,Richard Groome,REP,554,238,203,113
Bay,Hampton Township Precinct 2,Treasurer Hampton Township,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Trustee Hampton Township,,Emily Benchley,DEM,553,136,343,74
Bay,Hampton Township Precinct 2,Trustee Hampton Township,,Louis H. DuRussel,DEM,584,150,355,79
Bay,Hampton Township Precinct 2,Trustee Hampton Township,,Tom Foret,DEM,625,160,382,83
Bay,Hampton Township Precinct 2,Trustee Hampton Township,,Donald Klass,DEM,530,123,335,72
Bay,Hampton Township Precinct 2,Trustee Hampton Township,,Jaye Kudrow,REP,628,256,255,117
Bay,Hampton Township Precinct 2,Trustee Hampton Township,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Justice of Supreme Court Supreme Court,,Andrew Fink,,327,127,135,65
Bay,Hampton Township Precinct 2,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,568,166,333,69
Bay,Hampton Township Precinct 2,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,500,145,298,57
Bay,Hampton Township Precinct 2,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,381,140,166,75
Bay,Hampton Township Precinct 2,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,731,254,379,98
Bay,Hampton Township Precinct 2,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,716,251,370,95
Bay,Hampton Township Precinct 2,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,773,266,402,105
Bay,Hampton Township Precinct 2,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Judge of District Court 74th District,,Timothy J. Kelly,,813,273,421,119
Bay,Hampton Township Precinct 2,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,756,263,393,100
Bay,Hampton Township Precinct 2,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,Hampton Township Precinct 2,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,695,247,354,94
