county,precinct,office,district,party,candidate,votes,election,early_voting,absentee
Eaton,"Delta Charter Township, Precinct 15",Governor of Wayne State University,,DEM,Mark T. Gaffney,761,136,138,487
Eaton,"Delta Charter Township, Precinct 16",Governor of Wayne State University,,DEM,Mark T. Gaffney,1722,394,266,1062
Eaton,"Eaton Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,771,217,140,414
Eaton,"Eaton Rapids Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,708,208,73,427
Eaton,"Hamlin Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,679,247,70,362
Eaton,"Kalamo Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,106,45,10,51
Eaton,"Kalamo Township, Precinct 2",Governor of Wayne State University,,DEM,Mark T. Gaffney,119,44,12,63
Eaton,"Oneida Charter Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,882,248,91,543
Eaton,"Roxand Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,288,142,24,122
Eaton,"Sunfield Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,287,134,16,137
Eaton,"Vermontville Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,261,226,35,0
Eaton,"Walton Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,346,133,64,149
Eaton,"Windsor Charter Township, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,655,191,61,403
Eaton,"Windsor Charter Township, Precinct 2",Governor of Wayne State University,,DEM,Mark T. Gaffney,701,193,78,430
Eaton,"Windsor Charter Township, Precinct 3",Governor of Wayne State University,,DEM,Mark T. Gaffney,543,133,58,352
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,859,296,141,422
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,871,252,141,478
Eaton,"City of Eaton Rapids, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,289,118,23,148
Eaton,"City of Eaton Rapids, Precinct 2",Governor of Wayne State University,,DEM,Mark T. Gaffney,270,109,30,131
Eaton,"City of Eaton Rapids, Precinct 3",Governor of Wayne State University,,DEM,Mark T. Gaffney,368,148,40,180
Eaton,"City of Grand Ledge, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,638,268,50,320
Eaton,"City of Grand Ledge, Precinct 2",Governor of Wayne State University,,DEM,Mark T. Gaffney,649,237,46,366
Eaton,"City of Grand Ledge, Precinct 3",Governor of Wayne State University,,DEM,Mark T. Gaffney,471,180,37,254
Eaton,"City of Grand Ledge, Precinct 4",Governor of Wayne State University,,DEM,Mark T. Gaffney,436,121,40,275
Eaton,"City of Olivet, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,133,125,8,0
Eaton,"City of Potterville, Precinct 1",Governor of Wayne State University,,DEM,Mark T. Gaffney,499,216,64,219
Eaton,"City of Lansing, 3-22",Governor of Wayne State University,,DEM,Mark T. Gaffney,1252,426,247,579
Eaton,"Bellevue Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,1133,703,202,228
Eaton,"Benton Charter Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,962,441,224,297
Eaton,"Brookfield Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,517,302,89,126
Eaton,"Carmel Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,996,380,365,251
Eaton,"Chester Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,631,366,131,134
Eaton,"Delta Charter Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,510,136,139,235
Eaton,"Delta Charter Township, Precinct 2",Governor of Wayne State University,,REP,Michael Busuito,545,184,140,221
Eaton,"Delta Charter Township, Precinct 3",Governor of Wayne State University,,REP,Michael Busuito,283,74,89,120
Eaton,"Delta Charter Township, Precinct 4",Governor of Wayne State University,,REP,Michael Busuito,310,99,78,133
Eaton,"Delta Charter Township, Precinct 5",Governor of Wayne State University,,REP,Michael Busuito,535,123,141,271
Eaton,"Delta Charter Township, Precinct 6",Governor of Wayne State University,,REP,Michael Busuito,688,269,144,275
Eaton,"Delta Charter Township, Precinct 7",Governor of Wayne State University,,REP,Michael Busuito,459,153,109,197
Eaton,"Delta Charter Township, Precinct 8",Governor of Wayne State University,,REP,Michael Busuito,397,152,109,136
Eaton,"Delta Charter Township, Precinct 11",Governor of Wayne State University,,REP,Michael Busuito,376,135,101,140
Eaton,"Delta Charter Township, Precinct 12",Governor of Wayne State University,,REP,Michael Busuito,373,124,80,169
Eaton,"Delta Charter Township, Precinct 13",Governor of Wayne State University,,REP,Michael Busuito,326,122,95,109
Eaton,"Delta Charter Township, Precinct 14",Governor of Wayne State University,,REP,Michael Busuito,410,150,124,136
Eaton,"Delta Charter Township, Precinct 15",Governor of Wayne State University,,REP,Michael Busuito,597,161,164,272
Eaton,"Delta Charter Township, Precinct 16",Governor of Wayne State University,,REP,Michael Busuito,924,315,215,394
Eaton,"Eaton Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,1391,651,333,407
Eaton,"Eaton Rapids Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,1394,687,305,402
Eaton,"Hamlin Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,1080,636,202,242
Eaton,"Kalamo Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,285,179,53,53
Eaton,"Kalamo Township, Precinct 2",Governor of Wayne State University,,REP,Michael Busuito,351,235,53,63
Eaton,"Oneida Charter Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,1268,560,237,471
Eaton,"Roxand Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,617,424,75,118
Eaton,"Sunfield Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,747,504,82,161
Eaton,"Vermontville Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,630,521,109,0
Eaton,"Walton Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,820,455,208,157
Eaton,"Windsor Charter Township, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,859,383,147,329
Eaton,"Windsor Charter Township, Precinct 2",Governor of Wayne State University,,REP,Michael Busuito,664,294,133,237
Eaton,"Windsor Charter Township, Precinct 3",Governor of Wayne State University,,REP,Michael Busuito,531,230,118,183
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,981,463,258,260
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,1058,473,274,311
Eaton,"City of Eaton Rapids, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,396,256,48,92
Eaton,"City of Eaton Rapids, Precinct 2",Governor of Wayne State University,,REP,Michael Busuito,432,280,66,86
Eaton,"City of Eaton Rapids, Precinct 3",Governor of Wayne State University,,REP,Michael Busuito,462,279,82,101
Eaton,"City of Grand Ledge, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,503,306,70,127
Eaton,"City of Grand Ledge, Precinct 2",Governor of Wayne State University,,REP,Michael Busuito,569,339,67,163
Eaton,"City of Grand Ledge, Precinct 3",Governor of Wayne State University,,REP,Michael Busuito,343,169,44,130
Eaton,"City of Grand Ledge, Precinct 4",Governor of Wayne State University,,REP,Michael Busuito,358,151,59,148
Eaton,"City of Olivet, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,252,217,35,0
Eaton,"City of Potterville, Precinct 1",Governor of Wayne State University,,REP,Michael Busuito,730,439,144,147
Eaton,"City of Lansing, 3-22",Governor of Wayne State University,,REP,Michael Busuito,262,125,57,80
Eaton,"Bellevue Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,1096,676,192,228
Eaton,"Benton Charter Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,962,446,222,294
Eaton,"Brookfield Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,503,287,90,126
Eaton,"Carmel Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,941,353,358,230
Eaton,"Chester Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,614,347,133,134
Eaton,"Delta Charter Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,501,136,136,229
Eaton,"Delta Charter Township, Precinct 2",Governor of Wayne State University,,REP,Sunny Reddy,550,179,141,230
Eaton,"Delta Charter Township, Precinct 3",Governor of Wayne State University,,REP,Sunny Reddy,274,74,79,121
Eaton,"Delta Charter Township, Precinct 4",Governor of Wayne State University,,REP,Sunny Reddy,306,96,78,132
Eaton,"Delta Charter Township, Precinct 5",Governor of Wayne State University,,REP,Sunny Reddy,529,124,136,269
Eaton,"Delta Charter Township, Precinct 6",Governor of Wayne State University,,REP,Sunny Reddy,648,249,141,258
Eaton,"Delta Charter Township, Precinct 7",Governor of Wayne State University,,REP,Sunny Reddy,470,158,110,202
Eaton,"Delta Charter Township, Precinct 8",Governor of Wayne State University,,REP,Sunny Reddy,394,162,103,129
Eaton,"Delta Charter Township, Precinct 11",Governor of Wayne State University,,REP,Sunny Reddy,382,132,98,152
Eaton,"Delta Charter Township, Precinct 12",Governor of Wayne State University,,REP,Sunny Reddy,357,124,79,154
Eaton,"Delta Charter Township, Precinct 13",Governor of Wayne State University,,REP,Sunny Reddy,326,131,90,105
Eaton,"Delta Charter Township, Precinct 14",Governor of Wayne State University,,REP,Sunny Reddy,404,144,125,135
Eaton,"Delta Charter Township, Precinct 15",Governor of Wayne State University,,REP,Sunny Reddy,601,166,162,273
Eaton,"Delta Charter Township, Precinct 16",Governor of Wayne State University,,REP,Sunny Reddy,900,309,211,380
Eaton,"Eaton Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,1341,618,338,385
Eaton,"Eaton Rapids Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,1361,653,299,409
Eaton,"Hamlin Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,1036,603,190,243
Eaton,"Kalamo Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,283,181,49,53
Eaton,"Kalamo Township, Precinct 2",Governor of Wayne State University,,REP,Sunny Reddy,335,222,51,62
Eaton,"Oneida Charter Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,1257,545,235,477
Eaton,"Roxand Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,600,418,66,116
Eaton,"Sunfield Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,736,494,80,162
Eaton,"Vermontville Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,622,514,108,0
Eaton,"Walton Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,799,441,203,155
Eaton,"Windsor Charter Township, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,860,386,151,323
Eaton,"Windsor Charter Township, Precinct 2",Governor of Wayne State University,,REP,Sunny Reddy,657,290,133,234
Eaton,"Windsor Charter Township, Precinct 3",Governor of Wayne State University,,REP,Sunny Reddy,516,215,117,184
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,972,460,250,262
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,1047,471,265,311
Eaton,"City of Eaton Rapids, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,387,266,46,75
Eaton,"City of Eaton Rapids, Precinct 2",Governor of Wayne State University,,REP,Sunny Reddy,420,272,68,80
Eaton,"City of Eaton Rapids, Precinct 3",Governor of Wayne State University,,REP,Sunny Reddy,460,272,79,109
Eaton,"City of Grand Ledge, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,506,304,69,133
Eaton,"City of Grand Ledge, Precinct 2",Governor of Wayne State University,,REP,Sunny Reddy,567,333,67,167
Eaton,"City of Grand Ledge, Precinct 3",Governor of Wayne State University,,REP,Sunny Reddy,334,166,41,127
Eaton,"City of Grand Ledge, Precinct 4",Governor of Wayne State University,,REP,Sunny Reddy,343,143,57,143
Eaton,"City of Olivet, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,250,215,35,0
Eaton,"City of Potterville, Precinct 1",Governor of Wayne State University,,REP,Sunny Reddy,730,435,143,152
Eaton,"City of Lansing, 3-22",Governor of Wayne State University,,REP,Sunny Reddy,258,120,60,78
Eaton,"Bellevue Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,36,27,4,5
Eaton,"Benton Charter Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,32,22,7,3
Eaton,"Brookfield Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,22,18,2,2
Eaton,"Carmel Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,30,13,12,5
Eaton,"Chester Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,21,17,2,2
Eaton,"Delta Charter Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,18,7,2,9
Eaton,"Delta Charter Township, Precinct 2",Governor of Wayne State University,,LIB,Farid Ishac,16,9,1,6
Eaton,"Delta Charter Township, Precinct 3",Governor of Wayne State University,,LIB,Farid Ishac,18,7,8,3
Eaton,"Delta Charter Township, Precinct 4",Governor of Wayne State University,,LIB,Farid Ishac,19,8,6,5
Eaton,"Delta Charter Township, Precinct 5",Governor of Wayne State University,,LIB,Farid Ishac,30,14,9,7
Eaton,"Delta Charter Township, Precinct 6",Governor of Wayne State University,,LIB,Farid Ishac,54,36,7,11
Eaton,"Delta Charter Township, Precinct 7",Governor of Wayne State University,,LIB,Farid Ishac,36,20,9,7
Eaton,"Delta Charter Township, Precinct 8",Governor of Wayne State University,,LIB,Farid Ishac,27,16,5,6
Eaton,"Delta Charter Township, Precinct 11",Governor of Wayne State University,,LIB,Farid Ishac,19,11,1,7
Eaton,"Delta Charter Township, Precinct 12",Governor of Wayne State University,,LIB,Farid Ishac,9,7,1,1
Eaton,"Delta Charter Township, Precinct 13",Governor of Wayne State University,,LIB,Farid Ishac,10,4,3,3
Eaton,"Delta Charter Township, Precinct 14",Governor of Wayne State University,,LIB,Farid Ishac,19,9,4,6
Eaton,"Delta Charter Township, Precinct 15",Governor of Wayne State University,,LIB,Farid Ishac,30,15,2,13
Eaton,"Delta Charter Township, Precinct 16",Governor of Wayne State University,,LIB,Farid Ishac,43,25,13,5
Eaton,"Eaton Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,63,36,11,16
Eaton,"Eaton Rapids Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,59,36,11,12
Eaton,"Hamlin Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,35,23,4,8
Eaton,"Kalamo Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,8,6,1,1
Eaton,"Kalamo Township, Precinct 2",Governor of Wayne State University,,LIB,Farid Ishac,7,6,0,1
Eaton,"Oneida Charter Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,52,19,9,24
Eaton,"Roxand Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,25,22,2,1
Eaton,"Sunfield Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,18,10,1,7
Eaton,"Vermontville Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,15,14,1,0
Eaton,"Walton Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,18,9,6,3
Eaton,"Windsor Charter Township, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,38,20,11,7
Eaton,"Windsor Charter Township, Precinct 2",Governor of Wayne State University,,LIB,Farid Ishac,24,12,2,10
Eaton,"Windsor Charter Township, Precinct 3",Governor of Wayne State University,,LIB,Farid Ishac,27,11,5,11
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,32,19,9,4
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,39,23,11,5
Eaton,"City of Eaton Rapids, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,20,13,2,5
Eaton,"City of Eaton Rapids, Precinct 2",Governor of Wayne State University,,LIB,Farid Ishac,22,17,4,1
Eaton,"City of Eaton Rapids, Precinct 3",Governor of Wayne State University,,LIB,Farid Ishac,17,13,1,3
Eaton,"City of Grand Ledge, Precinct 1",Governor of Wayne State University,,LIB,Farid Ishac,32,22,2,8
Eaton,"City of Grand Ledge, Precinct 2",Governor of Wayne State University,,LIB,Farid Ishac,27,19,3,5
Eaton,"City of Grand Ledge, Precinct 3",Governor of Wayne State University,,LIB,Farid Ishac,12,9,1,2
