county,office,district,party,last,first,middle,suffix,votes
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,143
OSCEOLA,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,73
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,7659
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,3964
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,271
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,230
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,199
ROSCOMMON,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,94
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,27824
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,13297
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,972
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,609
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,371
SAGINAW,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,215
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,18579
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,11386
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,1070
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,827
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,405
SHIAWASSEE,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,266
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,REP,Moolenaar,John,,,9557
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,DEM,Wirth,Debra,,,4102
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,LIB,Schwartz,Leonard,,,429
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,UST,Zimmer,George,M.,,290
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,GRN,Salvi,Jordan,,,246
WEXFORD,4th District Representative in Congress 2 Year Term (1) Position,,NLP,Butkovich,Keith,,,142
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,3703
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,3338
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,LIB,Sluka,Steve,,,183
ARENAC,5th District Representative in Congress 2 Year Term (1) Position,,GRN,Mikkelson,Harley,,,140
BAY,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,20140
BAY,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,28561
BAY,5th District Representative in Congress 2 Year Term (1) Position,,LIB,Sluka,Steve,,,1199
BAY,5th District Representative in Congress 2 Year Term (1) Position,,GRN,Mikkelson,Harley,,,790
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,63742
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,121877
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,LIB,Sluka,Steve,,,4075
GENESEE,5th District Representative in Congress 2 Year Term (1) Position,,GRN,Mikkelson,Harley,,,2948
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,6335
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,5843
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,LIB,Sluka,Steve,,,341
IOSCO,5th District Representative in Congress 2 Year Term (1) Position,,GRN,Mikkelson,Harley,,,249
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,13648
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,32147
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,LIB,Sluka,Steve,,,996
SAGINAW,5th District Representative in Congress 2 Year Term (1) Position,,GRN,Mikkelson,Harley,,,642
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,REP,Hardwick,Al,,,4534
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,DEM,Kildee,Daniel,T.,,3513
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,LIB,Sluka,Steve,,,212
TUSCOLA,5th District Representative in Congress 2 Year Term (1) Position,,GRN,Mikkelson,Harley,,,135
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,36483
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,15307
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,LIB,Wenke,Lorence,,,2304
ALLEGAN,6th District Representative in Congress 2 Year Term (1) Position,,NPA,Overton,Richard,Miller,,0
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,43906
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,24566
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,LIB,Wenke,Lorence,,,2932
BERRIEN,6th District Representative in Congress 2 Year Term (1) Position,,NPA,Overton,Richard,Miller,,7
CASS,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,15379
CASS,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,6137
CASS,6th District Representative in Congress 2 Year Term (1) Position,,LIB,Wenke,Lorence,,,814
CASS,6th District Representative in Congress 2 Year Term (1) Position,,NPA,Overton,Richard,Miller,,9
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,61857
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,56085
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,LIB,Wenke,Lorence,,,7192
KALAMAZOO,6th District Representative in Congress 2 Year Term (1) Position,,NPA,Overton,Richard,Miller,,13
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,15955
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,6559
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,LIB,Wenke,Lorence,,,1162
ST. JOSEPH,6th District Representative in Congress 2 Year Term (1) Position,,NPA,Overton,Richard,Miller,,0
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,REP,Upton,Fred,,,19679
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,DEM,Clements,Paul,,,11326
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,LIB,Wenke,Lorence,,,1844
VAN BUREN,6th District Representative in Congress 2 Year Term (1) Position,,NPA,Overton,Richard,Miller,,49
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,11730
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,4844
BRANCH,7th District Representative in Congress 2 Year Term (1) Position,,LIB,Proctor,Ken,,,761
EATON,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,27654
EATON,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,24542
EATON,7th District Representative in Congress 2 Year Term (1) Position,,LIB,Proctor,Ken,,,3140
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,13180
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,5287
HILLSDALE,7th District Representative in Congress 2 Year Term (1) Position,,LIB,Proctor,Ken,,,1228
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,38503
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,26338
JACKSON,7th District Representative in Congress 2 Year Term (1) Position,,LIB,Proctor,Ken,,,4081
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,26052
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,17472
LENAWEE,7th District Representative in Congress 2 Year Term (1) Position,,LIB,Proctor,Ken,,,1887
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,39992
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,28123
MONROE,7th District Representative in Congress 2 Year Term (1) Position,,LIB,Proctor,Ken,,,3239
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,REP,Walberg,Tim,,,27210
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,DEM,Driskell,Gretchen,D.,,27404
WASHTENAW,7th District Representative in Congress 2 Year Term (1) Position,,LIB,Proctor,Ken,,,2140
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,REP,Bishop,Mike,,,49545
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,DEM,Shkreli,Suzanna,,,72260
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,LIB,Wood,Jeff,,,3445
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,GRN,Green,Maria,,,2614
INGHAM,8th District Representative in Congress 2 Year Term (1) Position,,NLP,Burgess,Jeremy,,,912
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,REP,Bishop,Mike,,,68548
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,DEM,Shkreli,Suzanna,,,29804
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,LIB,Wood,Jeff,,,2957
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,GRN,Green,Maria,,,1272
LIVINGSTON,8th District Representative in Congress 2 Year Term (1) Position,,NLP,Burgess,Jeremy,,,626
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,REP,Bishop,Mike,,,87536
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,DEM,Shkreli,Suzanna,,,41727
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,LIB,Wood,Jeff,,,3217
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,GRN,Green,Maria,,,1793
OAKLAND,8th District Representative in Congress 2 Year Term (1) Position,,NLP,Burgess,Jeremy,,,712
MACOMB,9th District Representative in Congress 2 Year Term (1) Position,,REP,Morse,Christopher,R.,,85974
MACOMB,9th District Representative in Congress 2 Year Term (1) Position,,DEM,Levin,Sander,,,131169
MACOMB,9th District Representative in Congress 2 Year Term (1) Position,,LIB,Orlando,Matthew,,,6444
MACOMB,9th District Representative in Congress 2 Year Term (1) Position,,GRN,McDermott,John,V.,,4411
OAKLAND,9th District Representative in Congress 2 Year Term (1) Position,,REP,Morse,Christopher,R.,,42963
OAKLAND,9th District Representative in Congress 2 Year Term (1) Position,,DEM,Levin,Sander,,,68492
OAKLAND,9th District Representative in Congress 2 Year Term (1) Position,,LIB,Orlando,Matthew,,,3119
OAKLAND,9th District Representative in Congress 2 Year Term (1) Position,,GRN,McDermott,John,V.,,2203
HURON,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,10908
HURON,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,3698
HURON,10th District Representative in Congress 2 Year Term (1) Position,,LIB,Gioia,Lisa,Lane,,373
HURON,10th District Representative in Congress 2 Year Term (1) Position,,GRN,Nofs,Benjamin,,,136
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,29402
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,11963
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,LIB,Gioia,Lisa,Lane,,1432
LAPEER,10th District Representative in Congress 2 Year Term (1) Position,,GRN,Nofs,Benjamin,,,606
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,105609
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,59464
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,LIB,Gioia,Lisa,Lane,,5159
MACOMB,10th District Representative in Congress 2 Year Term (1) Position,,GRN,Nofs,Benjamin,,,2036
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,44860
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,25781
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,LIB,Gioia,Lisa,Lane,,2607
ST. CLAIR,10th District Representative in Congress 2 Year Term (1) Position,,GRN,Nofs,Benjamin,,,1854
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,13360
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,4663
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,LIB,Gioia,Lisa,Lane,,463
SANILAC,10th District Representative in Congress 2 Year Term (1) Position,,GRN,Nofs,Benjamin,,,245
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,REP,Mitchell,Paul,,,10993
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,DEM,"Accavitti, Jr.",Frank,,,4543
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,LIB,Gioia,Lisa,Lane,,578
TUSCOLA,10th District Representative in Congress 2 Year Term (1) Position,,GRN,Nofs,Benjamin,,,250
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,REP,Trott,David,A.,,129349
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,DEM,Kumar,Anil,,,92626
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,LIB,Osment,Jonathan,Ray,,6064
OAKLAND,11th District Representative in Congress 2 Year Term (1) Position,,NPA,Bentivolio,Kerry,,,10906
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,REP,Trott,David,A.,,71523
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,DEM,Kumar,Anil,,,59835
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,LIB,Osment,Jonathan,Ray,,3481
WAYNE,11th District Representative in Congress 2 Year Term (1) Position,,NPA,Bentivolio,Kerry,,,5704
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,REP,Jones,Jeff,,,25682
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,DEM,Dingell,Debbie,,,96845
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,LIB,Bagwell,Tom,,,2655
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,GRN,Calewarts,Dylan,,,2233
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,WCP,Walkowicz,Gary,,,1562
WASHTENAW,12th District Representative in Congress 2 Year Term (1) Position,,NPA,Virk,Ejaz,,,0
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,REP,Jones,Jeff,,,70422
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,DEM,Dingell,Debbie,,,114533
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,LIB,Bagwell,Tom,,,4834
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,GRN,Calewarts,Dylan,,,2144
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,WCP,Walkowicz,Gary,,,7621
WAYNE,12th District Representative in Congress 2 Year Term (1) Position,,NPA,Virk,Ejaz,,,11
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,REP,Gorman,Jeff,,,40541
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,DEM,"Conyers, Jr.",John,,,198771
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,LIB,Hayden,Tiffany,,,9648
WAYNE,13th District Representative in Congress 2 Year Term (1) Position Files In WAYNE County,,WCP,Johnson,Sam,,,8835
